Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Resting_1,Resting_2,Activated_1,Activated_2,24h_Mock,24h_Pos,24h_Neg,48h_Mock,48h_Pos,48h_Neg
Q8TAP9,MPLKIP,M-phase-specific PLK1-interacting protein ,Homo sapiens ,High,0,2.93464992290071,1,92.1,125.8,99.7,102.2,112.3,89.4,51.9,48.1,56.2,82.6
Q8N594,MPND,MPN domain-containing protein ,Homo sapiens ,High,0,2.97377419397058,2,58.7,99.5,86.6,116.7,84.4,101.6,95.9,83.6,130.9,83.5
Q00013,MPP1,55 kDa erythrocyte membrane protein ,Homo sapiens ,High,0,4.2677793154659,14,1832.7,1878.7,1448,1446.7,1701.3,1523.8,1742.6,2521.5,2205.1,2225.5
Q8N3R9,MPP5,MAGUK p55 subfamily member 5 ,Homo sapiens ,High,0,3.34000761799667,4,175.5,220.8,190.5,199.6,172.9,254.5,241.2,270.9,261.2,200.7
Q9NZW5,MPP6,MAGUK p55 subfamily member 6 ,Homo sapiens ,High,0,4.49944925502558,22,1992.4,1894.6,3307.1,3397.6,3362.8,3416.4,3905.9,3774.2,3179.2,3352.5
Q5T2T1,MPP7,MAGUK p55 subfamily member 7 ,Homo sapiens ,High,0,4.07419086947025,17,1875,1976.1,951.5,1015.2,970.7,1051.4,1065.5,916.5,1097.2,943.8
Q6WCQ1,MPRIP,Myosin phosphatase Rho-interacting protein ,Homo sapiens ,High,0,4.32869144945923,27,2039.6,1959.4,2321.3,2339.7,2072.8,2403.1,2186.8,1999.6,1980.1,2012.9
H0Y2S9,MPRIP,Myosin phosphatase Rho-interacting protein (Fragment) ,Homo sapiens ,High,0,3.92780136348176,18,1013.4,1139.3,856.7,866.3,721.5,827.5,790.1,747.2,792.6,713.8
P25325,MPST,3-mercaptopyruvate sulfurtransferase ,Homo sapiens ,High,0,3.99164244421398,8,764.8,835.3,718.6,799.8,824.8,1027.5,900.1,1475.2,1431.2,1032.1
P39210,MPV17,Protein Mpv17 ,Homo sapiens ,High,0,3.50669440303567,3,357.6,377.5,318.2,301.5,298.3,394.3,268.5,232,330.5,333
O95297,MPZL1,Myelin protein zero-like protein 1 ,Homo sapiens ,High,0,3.26789885605736,2,81,83.2,182.3,183.2,224.6,180.9,275.9,225.1,174.5,242.4
O60487,MPZL2,Myelin protein zero-like protein 2 ,Homo sapiens ,Medium,0,2.47187819930729,1,4.2,12.6,35.3,35.8,26.8,39,41.3,32.7,36,32.7
Q95460,MR1,Major histocompatibility complex class I-related gene protein ,Homo sapiens ,High,0,3.37828885935693,4,146.9,143.6,165.6,181.9,182.2,284.5,224.4,242,541,277.3
Q9UBG0,MRC2,C-type mannose receptor 2 ,Homo sapiens ,High,0,2.96440107116273,5,83.9,80.2,81.4,64.5,75.4,91,85.3,125,136.3,98.3
P49959,MRE11A,Double-strand break repair protein MRE11A ,Homo sapiens ,High,0,4.547966589165,28,4356.1,4382.8,3320.4,3447.8,3263.6,3219.7,3146.1,3599.4,3308,3271.7
Q8N565,MREG,Melanoregulin ,Homo sapiens ,High,1,2.54357142396237,2,10.8,NaN,44.4,50.6,49.4,50.1,39.9,33.6,41.8,29
Q9Y605,MRFAP1,MORF4 family-associated protein 1 ,Homo sapiens ,High,0,3.71060810295262,2,324.8,259,850.5,829.7,643.3,468.8,481,574.3,335.5,368.9
Q96HT8,MRFAP1L1,MORF4 family-associated protein 1-like 1 ,Homo sapiens ,High,0,2.76395182603332,1,38.5,39,67.9,97.4,56.2,58.5,51.5,77.3,49.5,44.9
Q9NV56,MRGBP,MRG/MORF4L-binding protein ,Homo sapiens ,High,0,4.114123714096,6,1179.6,1094.9,1199.5,1252.7,1209.2,1397.3,1432.4,1731.7,1309.6,1198.5
Q9BWK5,MRI,Modulator of retrovirus infection homolog ,Homo sapiens ,High,0,2.68187412212865,2,40,36.3,64.1,54.3,72.5,33.4,46.9,65.8,27.4,40
Q9BV20,MRI1,Methylthioribose-1-phosphate isomerase ,Homo sapiens ,High,0,4.04738780821292,9,1009.3,900.1,1038.4,1019.1,1257.2,955.1,1218.3,1504,980.3,1271.1
Q6IN84,MRM1,"rRNA methyltransferase 1, mitochondrial ",Homo sapiens ,High,0,4.14178203049578,10,644.8,564.5,1496.3,1532.1,1647.4,2156.4,1557.4,1276.1,1582.7,1402.9
Q9UI43,MRM2,"rRNA methyltransferase 2, mitochondrial ",Homo sapiens ,High,0,3.43099365193755,4,157.1,147.4,347.7,335.9,344.9,338.5,244.3,249,265.1,267.8
Q9HC36,MRM3,"rRNA methyltransferase 3, mitochondrial ",Homo sapiens ,High,0,4.28339395877052,17,1289.2,1122.7,2223.5,2141.9,2260.7,2661.9,2000.2,1822.1,1730.6,1951.3
Q8NDA8,MROH1,Maestro heat-like repeat-containing protein family member 1 ,Homo sapiens ,High,0,3.90072752544083,11,1411.7,1408,668.8,592.5,616.2,541.2,648.6,603.7,700.4,765.5
Q9BYD6,MRPL1,"39S ribosomal protein L1, mitochondrial ",Homo sapiens ,High,0,4.2577121654085,17,850.6,759.9,2230.7,2187,1834.1,2292.6,2176.6,1927.7,1960.6,1881.6
Q7Z7H8,MRPL10,"39S ribosomal protein L10, mitochondrial ",Homo sapiens ,High,0,3.95710902310422,5,586.3,494.5,1046.3,1147.2,1035.7,1230.6,813.6,704.8,929.6,1071
Q9Y3B7,MRPL11,"39S ribosomal protein L11, mitochondrial ",Homo sapiens ,High,0,4.39087860983754,12,1682.8,1646.4,2424.6,2421.4,2528.3,3081.2,2621.2,2636.4,2888.6,2665.9
P52815,MRPL12,"39S ribosomal protein L12, mitochondrial ",Homo sapiens ,High,0,4.15951004546304,5,894.9,803,1855,1823.5,1567.9,1877.1,1305.5,1414.9,1417.7,1478.6
Q9BYD1,MRPL13,"39S ribosomal protein L13, mitochondrial ",Homo sapiens ,High,0,4.30108210787514,11,1347.7,1460.6,2067.9,2204.2,2090,2884.5,1844.3,2013.2,2296.2,1793.8
Q6P1L8,MRPL14,"39S ribosomal protein L14, mitochondrial ",Homo sapiens ,High,0,4.33979913519741,9,1457.9,1346.3,2494.1,2480,2464.5,2952.2,2210.4,2037.1,2078.5,2346.5
Q9P015,MRPL15,"39S ribosomal protein L15, mitochondrial ",Homo sapiens ,High,0,4.46558656511529,18,2017,1896.9,2898.3,3232.4,3079.8,3972.8,3002.9,3117.4,3043,2953.2
Q9NX20,MRPL16,"39S ribosomal protein L16, mitochondrial ",Homo sapiens ,High,0,4.09643376522441,6,896,865.4,1234.6,1286,1356.1,1467.8,1353.5,1412.7,1351.1,1263.1
Q9NRX2,MRPL17,"39S ribosomal protein L17, mitochondrial ",Homo sapiens ,High,0,4.10425146312176,7,723.4,618.6,1420.3,1458.4,1468.7,1830.5,1350.2,1232.3,1379.8,1230.9
Q9H0U6,MRPL18,"39S ribosomal protein L18, mitochondrial ",Homo sapiens ,High,0,3.6954729204648,4,384.3,409.9,526,515.5,503,594.6,526.3,519,527.4,453.9
P49406,MRPL19,"39S ribosomal protein L19, mitochondrial ",Homo sapiens ,High,0,4.22168542418405,12,1011.4,1020.6,1772.8,1820.6,1723.3,2240.5,1961.3,1762.1,1847.3,1500.5
Q5T653,MRPL2,"39S ribosomal protein L2, mitochondrial ",Homo sapiens ,High,0,3.97846812465263,10,711.9,729.7,917.1,1016,974,1298.8,983.7,843,1131.5,910.6
Q9BYC9,MRPL20,"39S ribosomal protein L20, mitochondrial ",Homo sapiens ,High,0,4.15330560322107,7,941.3,990.3,1534.3,1511.9,1442.3,1773.1,1514,1458.8,1679.9,1387.4
Q7Z2W9,MRPL21,"39S ribosomal protein L21, mitochondrial ",Homo sapiens ,High,0,3.92454805184604,6,772.1,662.4,915.1,932.7,920.2,1111.5,767.5,719.9,806.7,797.1
Q9NWU5,MRPL22,"39S ribosomal protein L22, mitochondrial ",Homo sapiens ,High,0,4.22122900370123,10,1117.9,1107.9,1570.6,1543.9,1613,2120.7,1932.8,1829.8,2128.1,1678.2
Q16540,MRPL23,"39S ribosomal protein L23, mitochondrial ",Homo sapiens ,High,0,3.25132181231559,4,138.5,160.6,186.4,204.6,180.5,246.6,176.5,162.4,150.8,176.8
Q96A35,MRPL24,"39S ribosomal protein L24, mitochondrial ",Homo sapiens ,High,0,4.33528133864013,7,1511,1352.8,2341.9,2202.6,2372.5,2777.1,2286.3,1968.3,2520.3,2308.4
Q9P0M9,MRPL27,"39S ribosomal protein L27, mitochondrial ",Homo sapiens ,High,0,3.84871241904942,8,479,490.5,753.2,726.1,761.1,897.7,712,699.3,781,758.6
Q13084,MRPL28,"39S ribosomal protein L28, mitochondrial ",Homo sapiens ,High,0,3.77160952572692,7,664.3,732.9,581,609.9,584,738.9,530.3,469.4,506.6,493
P09001,MRPL3,"39S ribosomal protein L3, mitochondrial ",Homo sapiens ,High,0,4.23966228258676,11,915,1070,1647,1934.3,1695.8,2418.7,1885,1993.4,2259.2,1546.1
Q8TCC3,MRPL30,"39S ribosomal protein L30, mitochondrial ",Homo sapiens ,High,0,4.09393972754777,6,702.8,864.1,1120,1328.6,1176.2,1803.2,1160.3,1419.5,1678,1162.1
Q9BYC8,MRPL32,"39S ribosomal protein L32, mitochondrial ",Homo sapiens ,High,0,3.75863942713254,5,375.9,351.9,586.1,543.4,568.5,700.3,630.1,596.1,765.2,618.9
O75394,MRPL33,"39S ribosomal protein L33, mitochondrial ",Homo sapiens ,High,0,3.77930060853286,2,345.8,368.4,643.2,620.9,646.8,820.6,623.5,545.9,743.2,657.6
Q9BQ48,MRPL34,"39S ribosomal protein L34, mitochondrial ",Homo sapiens ,High,0,3.22955386398114,2,127.2,129.4,176.4,160,165.7,247.3,170.6,182.5,174.9,162.5
Q9NZE8,MRPL35,"39S ribosomal protein L35, mitochondrial ",Homo sapiens ,High,0,4.12058380142282,3,1047.5,938.8,1461.5,1272.1,1501.3,1529.2,1421.4,1082.2,1372,1574.3
Q9BZE1,MRPL37,"39S ribosomal protein L37, mitochondrial ",Homo sapiens ,High,0,4.26814720775827,20,1365.4,1249.2,1877.1,1958.5,1958.1,2444.3,1905.8,1888.7,1988.4,1906.1
Q96DV4,MRPL38,"39S ribosomal protein L38, mitochondrial ",Homo sapiens ,High,0,4.34599286941049,13,1528.7,1577,2252.4,2429.2,2352.7,3040.9,2177.9,2155.2,2494.8,2172.8
Q9NYK5,MRPL39,"39S ribosomal protein L39, mitochondrial ",Homo sapiens ,High,0,4.55340479688292,18,2149.4,1963.5,4227.9,3908.6,3928.9,4680.7,3730.6,3639.9,3756.3,3774.8
Q9BYD3,MRPL4,"39S ribosomal protein L4, mitochondrial ",Homo sapiens ,High,0,4.02259743678984,10,710,629.6,1156.6,1093.1,1230.8,1492.1,1079.6,946.2,1119.1,1077
Q9NQ50,MRPL40,"39S ribosomal protein L40, mitochondrial ",Homo sapiens ,High,0,4.03304559384366,11,777.9,684,1084.5,1140.1,1070.3,1370.8,1044.8,1144.9,1322,1151.3
Q8IXM3,MRPL41,"39S ribosomal protein L41, mitochondrial ",Homo sapiens ,High,0,3.89596921396972,3,495.6,501,795.6,807.3,706.5,1025.6,856.5,978.9,995.3,707.6
Q9Y6G3,MRPL42,"39S ribosomal protein L42, mitochondrial ",Homo sapiens ,High,0,3.67370270270904,4,391.4,392.8,435.8,479.2,424.4,602.4,466.2,475.8,623.2,426.2
Q8N983,MRPL43,"39S ribosomal protein L43, mitochondrial ",Homo sapiens ,High,0,3.61964628633165,5,285.8,260.6,445.3,476.7,425.1,601.7,400.7,426.5,542.1,300.8
Q9H9J2,MRPL44,"39S ribosomal protein L44, mitochondrial ",Homo sapiens ,High,0,4.17367566687677,13,956.6,1014,1516.4,1606.4,1552,1974.4,1532.6,1625.4,1846.3,1292.7
Q9BRJ2,MRPL45,"39S ribosomal protein L45, mitochondrial ",Homo sapiens ,High,0,4.43475727034323,12,1727.2,1706.8,2851.1,2874.3,2938.9,3759.2,2681.5,2721.4,3257.3,2694.1
Q9H2W6,MRPL46,"39S ribosomal protein L46, mitochondrial ",Homo sapiens ,High,0,4.19593284562341,11,1247.6,1139.8,1695.8,1710.5,1701.9,2090.2,1499.4,1419.3,1642.2,1554.5
Q9HD33,MRPL47,"39S ribosomal protein L47, mitochondrial ",Homo sapiens ,High,0,4.36076755080395,7,1430.7,1491.5,2510.6,2570.6,2304,3208.4,2226.7,2419.9,2600.8,2186
Q96GC5,MRPL48,"39S ribosomal protein L48, mitochondrial ",Homo sapiens ,High,0,4.18817730617001,6,1556.2,1528.4,1357.7,1446.1,1396.5,1796.6,1463.8,1509.5,1919.4,1449.1
Q13405,MRPL49,"39S ribosomal protein L49, mitochondrial ",Homo sapiens ,High,0,4.17651665923589,8,1059.2,1042.8,1538.4,1505.5,1569.4,1921.1,1610.7,1593.7,1668.3,1505.6
Q8N5N7,MRPL50,"39S ribosomal protein L50, mitochondrial ",Homo sapiens ,High,0,4.1901130949714,11,950.6,1044.1,1337,1490.4,1516.9,2068.1,1389.6,1670.8,2670.4,1354.3
Q4U2R6,MRPL51,"39S ribosomal protein L51, mitochondrial ",Homo sapiens ,High,0,3.97635456498204,3,581.1,543.9,979.1,886.7,1055,1221,1080.6,890,1155.8,1076.9
Q86TS9,MRPL52,"39S ribosomal protein L52, mitochondrial ",Homo sapiens ,High,0,3.72558497227069,3,377.6,301.6,641.9,648.3,682.8,814.1,333.3,373.2,501.9,641.3
Q96EL3,MRPL53,"39S ribosomal protein L53, mitochondrial ",Homo sapiens ,High,0,3.96199028744006,6,634.4,528.3,1143.3,1254.5,1110.4,1279.4,799.7,780.1,866.4,765.5
Q6P161,MRPL54,"39S ribosomal protein L54, mitochondrial ",Homo sapiens ,High,0,3.91932917803458,5,706.7,605.4,890,784.8,815.2,959.7,882.4,927.2,916.4,817
Q7Z7F7,MRPL55,"39S ribosomal protein L55, mitochondrial ",Homo sapiens ,High,0,3.58777829227769,4,287.6,254.9,430,416.4,424.5,469.8,406.7,336.3,416.9,427.5
Q9BQC6,MRPL57,"Ribosomal protein 63, mitochondrial ",Homo sapiens ,High,0,3.47246389660699,2,244,229.1,308.7,278.4,304.2,353.8,335.1,270.7,337.7,306.3
Q14197,MRPL58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial ",Homo sapiens ,High,0,4.09356875999968,9,966.7,917.7,1275.3,1288.9,1268.7,1539,1235.8,1273.1,1383.9,1255.1
Q9BYD2,MRPL9,"39S ribosomal protein L9, mitochondrial ",Homo sapiens ,High,0,4.23516469923963,9,1034.7,1167.8,1638.9,1899.2,1789.8,2549.7,1690.2,1778.6,1959,1677.7
P82664,MRPS10,"28S ribosomal protein S10, mitochondrial ",Homo sapiens ,High,0,4.17675377637175,6,835.2,851.5,1405.5,1527.9,1443.2,1904.7,1777.5,1805.6,1971.5,1500.3
P82912,MRPS11,"28S ribosomal protein S11, mitochondrial ",Homo sapiens ,High,0,3.76225080934972,6,412.8,347.2,626,548.2,617.7,749.2,615.4,478,707.2,682.6
O15235,MRPS12,"28S ribosomal protein S12, mitochondrial ",Homo sapiens ,High,0,4.09668759729004,5,881.4,795.3,1402.4,1354.9,1443.9,1662.6,1263.1,971.6,1377.3,1341.1
O60783,MRPS14,"28S ribosomal protein S14, mitochondrial ",Homo sapiens ,High,0,3.50677553660664,5,320.4,302.1,288.9,299,307.2,426,344.6,323.5,342.5,257.8
P82914,MRPS15,"28S ribosomal protein S15, mitochondrial ",Homo sapiens ,High,0,4.4811716474216,9,2161.1,1933.2,3246.2,3135.7,3028.7,3659.1,3498.4,3165.2,3430.9,3022.6
Q9Y3D3,MRPS16,"28S ribosomal protein S16, mitochondrial ",Homo sapiens ,High,0,3.81482671281675,4,384.7,352.9,805,799.4,720.7,960.8,688.6,546.7,665.5,604.4
Q9Y2R5,MRPS17,"28S ribosomal protein S17, mitochondrial ",Homo sapiens ,High,0,4.13415797523984,5,674.6,738.1,1336.5,1499.4,1333.1,1852.4,1622.8,1519.6,1755.6,1287.3
Q9NVS2,MRPS18A,"28S ribosomal protein S18a, mitochondrial ",Homo sapiens ,High,0,4.06471250105634,8,784.1,798.1,1259.8,1148.5,1189.1,1413.9,1340.4,1151.2,1343.3,1178.4
Q9Y676,MRPS18B,"28S ribosomal protein S18b, mitochondrial ",Homo sapiens ,High,0,4.08644881632856,11,726,649,1352.9,1370.5,1399.3,1607.8,1387.8,1182.9,1359.5,1166.8
Q9Y3D5,MRPS18C,"28S ribosomal protein S18c, mitochondrial ",Homo sapiens ,High,0,3.87709478388936,3,402,388,772.1,834.4,826.7,1153.9,707.9,744.8,880.6,824.8
Q9Y399,MRPS2,"28S ribosomal protein S2, mitochondrial ",Homo sapiens ,High,0,4.23843503669436,10,972.2,973.9,1805.3,1726.1,1987.2,2202.8,2095,1810.8,1964.6,1777.6
P82921,MRPS21,"28S ribosomal protein S21, mitochondrial ",Homo sapiens ,High,0,3.64586419943835,2,287.2,292.7,405.6,445.7,425.2,594.9,498,421.2,609.9,444.1
P82650,MRPS22,"28S ribosomal protein S22, mitochondrial ",Homo sapiens ,High,0,4.53528778917328,19,2090.9,1728.2,4012.5,3908.1,3738.8,4748,3621.9,3098.1,3748.9,3604.1
Q9Y3D9,MRPS23,"28S ribosomal protein S23, mitochondrial ",Homo sapiens ,High,0,4.29439567513485,12,1000.9,958.9,2179.4,2293.4,2245.8,2813.1,2118.6,2276.1,2097,1713.6
Q96EL2,MRPS24,"28S ribosomal protein S24, mitochondrial ",Homo sapiens ,High,0,4.02365980554118,8,608.4,622.1,1174.7,1300.5,1245.1,1693.5,916.8,951.6,1025,1022.2
P82663,MRPS25,"28S ribosomal protein S25, mitochondrial ",Homo sapiens ,High,0,3.94811942438054,7,483.7,475.8,973.6,1006.6,947.9,1187.8,968.5,942.1,1036.1,851.9
Q9BYN8,MRPS26,"28S ribosomal protein S26, mitochondrial ",Homo sapiens ,High,0,4.12265814172446,10,827.7,848.7,1409.3,1750.6,1320.9,1967,1256.2,1362.8,1400.6,1119.7
Q92552,MRPS27,"28S ribosomal protein S27, mitochondrial ",Homo sapiens ,High,0,4.51956156227908,21,1932.8,1791.1,3747.5,3746.3,3664.3,4552.7,3569.9,3179.9,3752.9,3142.3
Q9Y2Q9,MRPS28,"28S ribosomal protein S28, mitochondrial ",Homo sapiens ,High,0,4.24769100592592,8,1038.5,838.4,2118.1,2082.2,2157.1,2495.6,1827.7,1595.9,1786.4,1748.6
Q9NP92,MRPS30,"28S ribosomal protein S30, mitochondrial ",Homo sapiens ,High,0,4.30521374939258,14,1603.5,1527.6,2214.4,2178.8,2321.9,2973.1,1862.1,1728.4,2173.6,1610.2
Q92665,MRPS31,"28S ribosomal protein S31, mitochondrial ",Homo sapiens ,High,0,4.37259536786496,17,1386,1139,2773.9,2642.5,2765.5,3056,2488.3,2370.3,2494.1,2467.2
Q9Y291,MRPS33,"28S ribosomal protein S33, mitochondrial ",Homo sapiens ,High,0,3.67679417144028,3,342.2,338.9,529,502,503.4,576.6,524,477.6,598.4,359
P82930,MRPS34,"28S ribosomal protein S34, mitochondrial ",Homo sapiens ,High,0,4.2306660143505,11,1125.9,1208.8,1725.1,1924.3,1747.6,2230.6,1712,1831.6,2077.6,1425
P82673,MRPS35,"28S ribosomal protein S35, mitochondrial ",Homo sapiens ,High,0,4.21640344523379,12,1008.6,886.8,1763.5,1821.1,1684.3,2324,1671.4,1667.1,1959.7,1672.5
P82909,MRPS36,"28S ribosomal protein S36, mitochondrial ",Homo sapiens ,High,0,3.98220336922477,4,1279.6,1054.1,1017,1074.4,1023.7,1113.9,766.3,762.3,764.7,742.5
P82675,MRPS5,"28S ribosomal protein S5, mitochondrial ",Homo sapiens ,High,0,4.35219409914313,20,1309.8,1258.5,2194.6,2306.9,2342.1,3007.3,2601.5,2486.1,2626.5,2367.3
P82932,MRPS6,"28S ribosomal protein S6, mitochondrial ",Homo sapiens ,High,0,3.98440128215192,6,578.5,495.3,1117.3,1213.8,1170.8,1238.7,861.7,990.3,1067.9,912.9
Q9Y2R9,MRPS7,"28S ribosomal protein S7, mitochondrial ",Homo sapiens ,High,0,4.3656246164012,10,1269.5,996.8,2727.9,2558.8,2712.3,3069.7,2561,2205.2,2514,2592.1
P82933,MRPS9,"28S ribosomal protein S9, mitochondrial ",Homo sapiens ,High,0,4.50054245951647,20,1808.9,1603.9,3531.8,3323.2,3647,3994.8,3656.7,3272.6,3294.8,3528.6
Q96E11,MRRF,"Ribosome-recycling factor, mitochondrial ",Homo sapiens ,High,0,4.21946925785949,8,944.1,720.3,2254,2123.1,1759.2,1987,1913.1,1627.6,1645.2,1602
Q9HD23,MRS2,"Magnesium transporter MRS2 homolog, mitochondrial ",Homo sapiens ,High,0,3.78569989554931,9,251.9,257.6,641.2,640.9,636.9,740.5,767.1,699.2,716,753.9
Q9UKD2,MRTO4,mRNA turnover protein 4 homolog ,Homo sapiens ,High,0,4.64032736926871,16,1810.7,1664.8,5015.8,5406.7,5292.3,5556.4,5072.1,5381.8,4396.8,4087.1
Q6P1R3,MSANTD2,Myb/SANT-like DNA-binding domain-containing protein 2 ,Homo sapiens ,High,0,3.57822649145994,3,434,503.5,387.6,373,416.7,360.1,377.5,332.9,304.1,297
Q8NCY6,MSANTD4,Myb/SANT-like DNA-binding domain-containing protein 4 ,Homo sapiens ,Medium,0,2.9282934122322,1,134,83.3,94.7,79.6,90.2,49.7,74.4,88.2,70.7,83
P43246,MSH2,DNA mismatch repair protein Msh2 ,Homo sapiens ,High,0,4.79367097220426,41,3408.4,3217.8,6937.5,6829.9,7854.5,5830,7625.7,8541.6,5126.2,6811.3
P20585,MSH3,DNA mismatch repair protein Msh3 ,Homo sapiens ,High,0,4.53658874112963,29,3129.1,2981.3,3190.1,3036.8,3583.2,3044.2,3794.6,4004.5,3257.8,4380.8
O43196,MSH5,MutS protein homolog 5 ,Homo sapiens ,High,0,2.83853427051187,2,11.3,14.8,69.5,71.8,87.4,112.7,73.2,54,110.1,84.7
P52701,MSH6,DNA mismatch repair protein Msh6 ,Homo sapiens ,High,0,4.90853327114045,51,3910.8,3437.7,9916.1,9491.8,11079.6,7322.7,9920.7,10810.6,5879.7,9239.3
Q96DH6,MSI2,RNA-binding protein Musashi homolog 2 ,Homo sapiens ,High,0,4.13739209464979,7,2144.8,1980.6,1307.7,1324.6,1074.4,1003.1,1282.3,1369.9,1058.8,1175
Q68DK7,MSL1,Male-specific lethal 1 homolog ,Homo sapiens ,High,0,3.5127510825101,7,425.5,406.4,354.8,366,338.9,339,258.9,266.1,213.6,287.3
Q9HCI7,MSL2,E3 ubiquitin-protein ligase MSL2 ,Homo sapiens ,High,0,3.77782540731579,6,747.3,729,626.8,610.3,577.8,520.4,630.9,580.2,358.3,614.5
Q8N5Y2,MSL3,Male-specific lethal 3 homolog ,Homo sapiens ,High,0,3.96673759836484,12,1283.7,1232.1,969.6,958.5,845.1,856.5,867.1,767.8,658.7,823.6
Q15800,MSMO1,Methylsterol monooxygenase 1 ,Homo sapiens ,High,0,3.51852710011734,3,125.7,119.1,267.1,295.3,258.1,519.9,451.2,330.6,552.6,380.5
P26038,MSN,Moesin ,Homo sapiens ,High,0,5.39712346277701,49,39385.6,44641.4,21248.4,22301,20503.1,18212.2,19962.3,21503.1,21306.1,20467.2
Q9UJ68,MSRA,Mitochondrial peptide methionine sulfoxide reductase ,Homo sapiens ,High,0,3.98880412582105,7,1509.2,1833,752.6,941.3,713.4,844.5,732.5,940.5,789,689.5
Q9Y3D2,MSRB2,"Methionine-R-sulfoxide reductase B2, mitochondrial ",Homo sapiens ,High,0,3.60719758723683,5,467.3,471.6,273,271.1,286.6,423.2,300.3,370,723.6,460.9
Q9BUK6,MSTO1,Protein misato homolog 1 ,Homo sapiens ,High,0,4.16943341897052,12,773.3,794.9,1812.2,1891.5,1742.1,1472.1,1742,1687.4,1405.3,1451
P04732,MT1E,Metallothionein-1E ,Homo sapiens ,High,0,3.56968985803081,1,65.1,59.1,90.7,84.6,788.2,503.2,500.8,663.4,524,433.6
P04733,MT1F,Metallothionein-1F ,Homo sapiens ,High,0,3.35640832703898,1,12.5,8.4,28.8,21.6,519.2,173,458.6,367.5,223.7,458.7
P80294,MT1H,Metallothionein-1H ,Homo sapiens ,High,3,2.81043415592267,1,NaN,NaN,2.3,NaN,196.9,104.2,187.2,57.1,41.6,57
P02795,MT2A,Metallothionein-2 ,Homo sapiens ,High,0,3.57155744273762,1,20.8,6.3,84.2,59.9,851.9,345.9,652.2,607.9,470.3,629.3
P25713,MT3,Metallothionein-3 ,Homo sapiens ,High,1,2.36903022180915,2,3.1,NaN,4.9,4.2,17.3,14.8,26.5,20.2,70.7,72.2
Q13330,MTA1,Metastasis-associated protein MTA1 ,Homo sapiens ,High,0,4.58614153033691,25,2640.9,3029.3,3444.1,3795.4,3539.9,4835,3850.7,4171.6,5148,4105.5
O94776,MTA2,Metastasis-associated protein MTA2 ,Homo sapiens ,High,0,4.61416610079414,26,3534,3327.4,4417.9,4275.4,4594,4758.3,4048.9,3932.6,4064.4,4177.8
Q9BTC8,MTA3,Metastasis-associated protein MTA3 ,Homo sapiens ,High,0,4.12392020836694,11,823.1,670.2,1230.6,1068.3,1476.9,1494.2,1610.1,1360.1,1840.1,1728.5
Q13126,MTAP,S-methyl-5'-thioadenosine phosphorylase ,Homo sapiens ,High,0,4.48725153193481,19,2985,2893.9,3399,3056.5,3500.9,2804,3300.5,3089.8,2675.8,3002.6
P00846,MT-ATP6,ATP synthase subunit a ,Homo sapiens ,High,0,3.26278320985076,2,169.6,201.9,200.9,166,175.2,205.6,160.4,129.8,217.6,204.4
P03928,MT-ATP8,ATP synthase protein 8 ,Homo sapiens ,High,0,3.85939051129534,2,884.4,1001.8,673.7,641.1,664,822.4,534.7,607.6,696.2,708.3
Q96DY7,MTBP,Mdm2-binding protein ,Homo sapiens ,High,0,3.90078210493367,11,470.7,393.2,1021.3,959.8,957.4,779.7,858.3,937.8,705.9,873.5
Q9NZJ7,MTCH1,Mitochondrial carrier homolog 1 ,Homo sapiens ,High,0,3.72792333311803,6,617.9,559.4,546.8,480.2,451.5,520.4,535.5,456.6,584.5,591.9
Q9Y6C9,MTCH2,Mitochondrial carrier homolog 2 ,Homo sapiens ,High,0,4.16584651800143,12,1514.8,1545.8,1548.6,1631.2,1487,1774.7,1287,1245,1414.1,1202.1
P00395,MT-CO1,Cytochrome c oxidase subunit 1 ,Homo sapiens ,High,0,3.47373506746172,3,518.8,501.2,233.6,230.9,213.3,226.5,272.9,291.9,242.6,245
P00403,MT-CO2,Cytochrome c oxidase subunit 2 ,Homo sapiens ,High,0,4.20332123246874,5,2354.4,2498.9,1327.2,1281.9,1250.7,1482.4,1339.3,1238.3,1680.9,1516.6
P00414,MT-CO3,Cytochrome c oxidase subunit 3 ,Homo sapiens ,High,0,3.26569025568506,1,366,355.6,178,153,149.3,169.6,110.5,81.3,141.1,139.3
P56278,MTCP1,Protein p13 MTCP-1 ,Homo sapiens ,High,0,2.88405864709394,2,181.1,173.8,68.3,59.7,46.6,50.7,57.2,38.1,49.6,40.6
P00156,MT-CYB,Cytochrome b ,Homo sapiens ,High,0,3.42811858870847,2,349.8,385.7,257.5,214.5,224.1,249.1,304,274.1,257.3,163.8
Q86UE4,MTDH,Protein LYRIC ,Homo sapiens ,High,0,4.78956026600136,30,5994.1,5854.1,6037.1,5118.9,5754.9,7708.7,6301.7,5637.6,7491.8,5698.2
Q99551,MTERF1,"Transcription termination factor 1, mitochondrial ",Homo sapiens ,High,0,3.45400593810379,8,246.2,285.2,222.2,244.3,269.3,327.1,319.1,282.7,376.5,271.9
